gene,a_i,b_i,c_i,d_i,e_i
Arg1,0.27846417,0.1550271,0.25389254,0.30442056,0.008195639
Akap7,0.5439303,0.18920924,0.12184124,0.11499191,0.03002733
Epb41l2,0.17828378,0.118912354,0.2635948,0.41310668,0.026102364
Samd3,0.1598495,0.1828581,0.28039458,0.3699671,0.006930709
L3mbtl3,0.08632269,0.20361929,0.30825654,0.37506625,0.026735187
Gm30034,0.08971161,0.21371268,0.25354418,0.42042655,0.022605002
Arhgap18,0.17175204,0.20394048,0.26676938,0.33659357,0.020944536
Ptprk,0.073669866,0.19541995,0.3403555,0.38614395,0.0044107437
Themis,0.14359595,0.16765851,0.29036233,0.36661223,0.031771064
Gm46218,0.1919896,0.18650848,0.2502847,0.34431383,0.02690339
Echdc1,0.2764573,0.17232782,0.26856774,0.2612219,0.021425247
Rnf146,0.60159427,0.11894158,0.09207942,0.16756366,0.019821048
Cenpw,0.35189846,0.15346156,0.22313297,0.26766893,0.0038380623
Trmt11,0.17282857,0.13747701,0.31576687,0.33199823,0.041929305
Gm20300,0.8374651,0.041015256,0.06364893,0.053340554,0.004530132
Hint3,0.36079293,0.15753609,0.16319232,0.23758924,0.080889404
Ncoa7,0.2887132,0.21585925,0.1869172,0.26132235,0.047188044
Hddc2,0.6271691,0.11913962,0.12054277,0.12150301,0.0116455555
Rsph4a,0.16886616,0.22320658,0.25797796,0.33507288,0.014876425
Zup1,0.09214401,0.14869371,0.2807449,0.45856324,0.019854188
A830082N09Rik,0.29955307,0.1862935,0.20058317,0.25000948,0.063560784
Rwdd1,0.0766006,0.20664544,0.2783968,0.41593432,0.02242285
Gm48045,0.045639224,0.19351193,0.30122063,0.42564845,0.033979774
Calhm6,0.24277607,0.21833955,0.24466032,0.25013626,0.044087827
Dse,0.07662335,0.15969199,0.32394564,0.4264009,0.013338089
Tspyl1,0.123911574,0.17293015,0.32653466,0.35042757,0.026196063
Nt5dc1,0.13960624,0.21070006,0.30363226,0.33566913,0.010392308
Gm47512,0.052218847,0.17365997,0.34985194,0.4189453,0.0053239465
Tspyl4,0.59389466,0.07322135,0.14006062,0.16638806,0.026435375
Col10a1,0.10133421,0.19612944,0.31227103,0.3892905,0.00097483397
Amd2,0.13117807,0.20935044,0.2562591,0.37895077,0.024261653
Hdac2,0.1404566,0.17022969,0.29129156,0.37062454,0.027397633
Marcks,0.29188088,0.22824629,0.18995798,0.27624527,0.01366961
Fam229b,0.12195126,0.17804763,0.2656554,0.4065347,0.02781105
Tube1,0.08566836,0.23096657,0.26018497,0.3711589,0.052021205
D030034A15Rik,0.08627999,0.13523094,0.32569385,0.42823178,0.024563432
Fyn,0.3361658,0.102228835,0.22595786,0.31282234,0.022825181
Gm16364.1,0.13294034,0.1355171,0.32333925,0.38178682,0.02641648
Traf3ip2,0.122455895,0.2084918,0.27607054,0.37336278,0.019618988
E130307A14Rik,0.14008452,0.1876217,0.263016,0.38551155,0.02376628
Rev3l,0.18040621,0.18097363,0.26701778,0.3426936,0.02890873
Mfsd4b4,0.51109016,0.15974146,0.15335649,0.1568071,0.019004822
Mfsd4b5,0.13935354,0.16328748,0.28961873,0.40389016,0.0038501024
Slc16a10,0.2094451,0.21253471,0.26931757,0.2986411,0.010061502
Rpf2,0.115437806,0.19304645,0.29572958,0.36784735,0.027938843
Gtf3c6,0.33623672,0.18933584,0.23751491,0.23072158,0.0061909556
Amd1,0.12342199,0.1442021,0.30659467,0.40416417,0.021617055
Cdk19,0.083524674,0.13697475,0.32070613,0.4250768,0.033717632
Mettl24,0.098914534,0.24628475,0.2797773,0.33879554,0.036227882
Cdc40,0.12078968,0.23282874,0.24446028,0.3514795,0.050441742
Fig4,0.10262852,0.11858578,0.2931925,0.45563027,0.029962897
Zbtb24,0.39922327,0.1615418,0.18248604,0.21827279,0.03847605
Mical1,0.081449464,0.15610689,0.31562626,0.42886907,0.01794833
Smpd2,0.11131761,0.20041466,0.29169136,0.37339845,0.023177981
Cd164,0.6483257,0.063315876,0.1462959,0.1268944,0.01516813
Ccdc162,0.4231782,0.14231099,0.21887575,0.2121794,0.003455639
Cep57l1,0.187274,0.19305688,0.2824498,0.32189935,0.015320003
Sesn1,0.16999649,0.15203327,0.27381355,0.37088725,0.033269405
Armc2,0.052990776,0.27367133,0.2491437,0.38880518,0.035389066
Foxo3,0.1989214,0.17700301,0.21745823,0.3815862,0.02503115
Afg1l,0.070601776,0.24801262,0.27576068,0.4024896,0.0031353235
Snx3,0.5565544,0.12291591,0.13776861,0.15549253,0.027268529
Ostm1,0.15283526,0.18861555,0.26399752,0.38338795,0.011163712
Gm15200,0.089843996,0.16783871,0.3106398,0.4293637,0.002313733
Sec63,0.15188895,0.2130106,0.2793448,0.34622416,0.009531498
Scml4,0.16396178,0.24993084,0.2265167,0.34685487,0.012735784
Gm34006,0.11727325,0.11561467,0.3197632,0.40454328,0.042805552
Gm48671,0.09206083,0.16311797,0.28825712,0.42487693,0.03168714
Sobp,0.6482713,0.13969313,0.11085684,0.09177567,0.00940305
Pdss2,0.12671834,0.22419879,0.23529695,0.39360768,0.020178258
Bend3,0.226418,0.17272487,0.252619,0.3138981,0.034340024
Gm9803,0.10359394,0.18552907,0.27611497,0.40822643,0.02653557
1700021F05Rik,0.25586203,0.16975418,0.2527783,0.2872247,0.034380794
Cd24a,0.10522696,0.17011619,0.28567755,0.41806376,0.020915508
Qrsl1,0.12620516,0.2328354,0.27911228,0.34136826,0.020478904
Rtn4ip1,0.14027214,0.25109205,0.26629442,0.32664394,0.01569748
Crybg1,0.11534428,0.173225,0.30436754,0.38981923,0.017243981
Atg5,0.39474726,0.2871302,0.1346434,0.18053412,0.0029449463
Prdm1,0.20759036,0.15965326,0.2880649,0.29698974,0.047701776
Gm35154,0.36558777,0.17843673,0.21171655,0.22492854,0.019330442
Gm47389,0.16946335,0.26958343,0.23305658,0.30814934,0.019747257
4930431F10Rik,0.09759263,0.21036375,0.28029764,0.39956138,0.01218462
Gm47392,0.06724,0.21080472,0.28706947,0.42527556,0.009610295
Prep,0.14244936,0.26574734,0.26734045,0.2999335,0.024529397
Popdc3,0.2890473,0.15457457,0.2595021,0.29488865,0.001987338
Lin28b,0.5667778,0.14238524,0.13711525,0.15352948,0.00019222498
Hace1,0.6676293,0.12031652,0.0913797,0.10810667,0.012567818
Ascc3,0.36004975,0.22021337,0.17263903,0.21588969,0.031208158
Lilr4b,0.4144268,0.17154405,0.1762996,0.16878687,0.068942666
Lilrb4a,0.34605354,0.1544582,0.24927592,0.22341686,0.026795447
Dcbld1,0.1413046,0.13949987,0.30810535,0.3940121,0.017078102
Gopc,0.22279456,0.12435287,0.29783314,0.3175054,0.03751409
Nus1,0.4381194,0.18371932,0.16478397,0.18809468,0.025282621
Cep85l,0.48069525,0.14248316,0.16896985,0.1828383,0.025013387
Pln,0.23171271,0.16309065,0.2503734,0.32483655,0.02998668
Gm47644,0.1459326,0.20018542,0.28341627,0.3454129,0.025052786
Mcm9,0.46707624,0.1722399,0.19153398,0.144523,0.024626851
Gm47739,0.12757185,0.20135483,0.27608067,0.34706122,0.047931433
Asf1a,0.17407387,0.19079496,0.27582288,0.34413537,0.015172958
Man1a,0.2481389,0.1819252,0.23482601,0.3166575,0.018452406
Gm16998,0.24170962,0.18540631,0.21752691,0.24933222,0.10602498
Tbc1d32,0.015807427,0.15392344,0.3262613,0.4939195,0.010088325
Msl3l2,0.16284439,0.24237375,0.27175903,0.32233778,0.0006850958
Hsf2,0.106928006,0.25527442,0.2555283,0.36415514,0.01811409
Serinc1,0.20351481,0.17977056,0.2864644,0.3230225,0.0072277784
Pkib,0.1482641,0.22644362,0.23991367,0.36347395,0.021904647
Smpdl3a,0.1655508,0.19477725,0.28616026,0.34833464,0.005177021
Gcc2,0.31160074,0.18149899,0.22598001,0.27587864,0.0050415993
Lims1,0.208273,0.24385415,0.21957013,0.31699008,0.011312664
Ranbp2,0.4385865,0.14311501,0.17448978,0.2313495,0.012459159
Ccdc138,0.34760627,0.1749674,0.2123996,0.23974083,0.0252859
Sept10,0.1402856,0.16774538,0.29808167,0.39264506,0.0012423396
Sowahc,0.15055765,0.21253045,0.28270987,0.32069513,0.03350687
P4ha1,0.16083837,0.16902974,0.2810214,0.3561997,0.032910824
Oit3,0.074723326,0.16434798,0.3652358,0.37104785,0.02464503
Mcu,0.15111433,0.20521934,0.27376845,0.3454291,0.02446878
Micu1,0.34320188,0.18453601,0.20500755,0.23817359,0.029080987
Dnajb12,0.20608626,0.16574636,0.26153305,0.36184192,0.004792452
Ddit4,0.65131927,0.16009723,0.08550047,0.09178556,0.011297464
Anapc16,0.3118714,0.12851772,0.25883693,0.28045273,0.02032125
Ascc1,0.06858004,0.19280052,0.31177437,0.39207175,0.03477335
Spock2,0.053622894,0.3535773,0.23240522,0.3533588,0.007035792
Psap,0.24472968,0.16659856,0.2492183,0.32433316,0.015120268
Cdh23,0.29398957,0.16413234,0.23501325,0.27396095,0.03290391
Vsir,0.19315445,0.20107386,0.2351438,0.334492,0.036135912
Gm17455,0.2334711,0.19594619,0.25825846,0.290638,0.021686316
Slc29a3,0.1470856,0.15847453,0.3182734,0.3752373,0.0009291768
Unc5b,0.06469863,0.23121424,0.31749925,0.3852354,0.0013524294
Pcbd1,0.25678176,0.14475596,0.23600009,0.33006346,0.0323987
Sgpl1,0.18282214,0.20293324,0.27423167,0.32123524,0.018777728
Adamts14,0.36901683,0.23847167,0.16770059,0.21188557,0.012925327
Prf1,0.31904304,0.23825058,0.19835767,0.21833387,0.026014805
Pald1,0.5658293,0.1645366,0.115158975,0.13753614,0.016939044
Eif4ebp2,0.12701918,0.19787765,0.30930492,0.34762797,0.018170238
Gm48086,0.2701852,0.14575744,0.28189456,0.28249198,0.019670784
Lrrc20,0.026157362,0.19507934,0.3255788,0.44674882,0.0064356327
Ppa1,0.17776847,0.1668607,0.2659648,0.3398002,0.049605846
Sar1a,0.0705064,0.23999718,0.30103827,0.38741806,0.001040101
Tysnd1,0.13073878,0.16539873,0.26508063,0.40957105,0.029210806
Aifm2,0.118683174,0.17574824,0.3017786,0.38998434,0.013805628
H2afy2,0.57469296,0.11520608,0.13761485,0.13661548,0.03587067
Fam241b,0.5163607,0.0916741,0.17650077,0.18699038,0.028474092
Tspan15,0.098058894,0.1310379,0.30862117,0.44641042,0.015871644
Hk1,0.060654115,0.23643878,0.31137314,0.35932326,0.032210708
Hk1os,0.1786333,0.189926,0.27629083,0.32186946,0.033280373
Supv3l1,0.7693496,0.07274789,0.08824107,0.06510478,0.0045567155
4930507D05Rik,0.1171274,0.23107225,0.26000616,0.36940008,0.02239412
Vps26a,0.3871622,0.1926673,0.18979952,0.2088718,0.021499217
Srgn,0.06808595,0.1804919,0.29969758,0.4443841,0.007340491
Kif1bp,0.15982473,0.1880151,0.2784738,0.35878944,0.014896929
4933428P19Rik,0.15080306,0.19816904,0.27667114,0.36401,0.01034677
Ddx21,0.61138076,0.12491428,0.11342899,0.11995947,0.030316472
Gm47257,0.19398905,0.18842557,0.26011866,0.3357936,0.021673083
Ddx50,0.14866854,0.22704479,0.27596277,0.3239714,0.02435249
Stox1,0.06617171,0.30192846,0.25581294,0.3565465,0.01954043
Ccar1,0.115705214,0.24761781,0.28176168,0.34448886,0.010426402
Tet1,0.15051554,0.15712038,0.29573306,0.3562342,0.04039681
Slc25a16,0.91361,0.014787234,0.02872589,0.040711537,0.0021653771
Dna2,0.2220039,0.18306634,0.2673184,0.2956087,0.032002628
Rufy2,0.15067305,0.20679602,0.29000622,0.33542058,0.017104149
Hnrnph3,0.043869063,0.16235496,0.34755442,0.43043062,0.01579094
Pbld1,0.11370982,0.18557969,0.30139405,0.36820722,0.031109214
1700120B22Rik,0.53190166,0.14384937,0.15355136,0.16898769,0.001709938
Herc4,0.15157598,0.20997863,0.25366274,0.34579897,0.038983703
Gm26789,0.18234876,0.19162597,0.27983618,0.3168446,0.02934444
Sirt1,0.22065412,0.25221285,0.22508727,0.271843,0.030202746
Dnajc12,0.18059222,0.20420085,0.28969622,0.29266608,0.032844663
Gm31763,0.3400079,0.1249899,0.22140568,0.29471156,0.018884897
Reep3,0.24058408,0.21955998,0.22831273,0.29959613,0.011947095
Jmjd1c,0.12189816,0.14533305,0.28105605,0.42587507,0.02583766
Nrbf2,0.19029173,0.20324184,0.25585407,0.3290032,0.021609128
Egr2,0.17535017,0.20272364,0.26974383,0.35038882,0.0017935634
Ado,0.59312445,0.10236001,0.09638468,0.2058097,0.002321124
Zfp365,0.10897927,0.21186683,0.28178543,0.35946396,0.0379045
Rtkn2,0.11321399,0.24945039,0.2873521,0.321479,0.02850461
Arid5b,0.14168611,0.14488956,0.30213228,0.38822234,0.02306974
Cabcoco1,0.11625317,0.16912328,0.32373393,0.35960302,0.031286597
Cdk1,0.120474756,0.1460248,0.30888164,0.41098556,0.013633251
Ank3,0.16931513,0.20886654,0.23930952,0.37969175,0.0028170347
Ccdc6,0.049416807,0.27431875,0.28048393,0.3686124,0.027168095
Tfam,0.24896882,0.20215963,0.23434098,0.29619154,0.018339038
Ube2d1,0.10073775,0.1917936,0.30760568,0.39198416,0.00787878
Cisd1,0.0965479,0.20375244,0.3074716,0.36557707,0.026650906
Ipmk,0.17804742,0.24413715,0.24965708,0.3072696,0.020888686
Zwint,0.09061308,0.17452368,0.33377472,0.40036082,0.0007276535
Gnaz,0.087035656,0.24211162,0.28818107,0.36553502,0.017136633
Rab36,0.122120194,0.21828873,0.28596,0.35255292,0.021078229
Bcr,0.057087332,0.23172428,0.29179046,0.4071975,0.012200475
Specc1l,0.1188393,0.23750402,0.29238465,0.3413725,0.009899497
Adora2a,0.2668164,0.22813104,0.20937638,0.28032157,0.015354633
Gucd1,0.14176194,0.20473598,0.2912129,0.3371066,0.025182605
Upb1,0.32458928,0.18025346,0.21594413,0.27330345,0.0059096813
Snrpd3,0.16926268,0.21223007,0.23783848,0.37150082,0.00916791
Lrrc75b,0.0799933,0.17722152,0.32678103,0.39492476,0.021079421
Ggt1,0.09145385,0.21399012,0.31559965,0.37038463,0.008571744
Ggt5,0.32239267,0.21705776,0.20567541,0.2175534,0.037320733
Susd2,0.09877168,0.23583654,0.30607003,0.330364,0.028957784
Cabin1,0.0961794,0.17543095,0.3116336,0.409527,0.00722903
Ddt,0.0648947,0.2260882,0.29492295,0.39729223,0.016801953
Gstt3,0.3310753,0.15722157,0.21175823,0.26361442,0.03633046
Gstt1,0.31354344,0.22337411,0.20878083,0.2240296,0.030272007
Gstt2,0.26147124,0.24338433,0.21356429,0.26779708,0.013783097
Mif,0.23731764,0.12716746,0.27463067,0.35702515,0.0038591027
Derl3,0.28343558,0.19714583,0.2350034,0.2568082,0.027606964
Smarcb1,0.16505477,0.19746892,0.26360148,0.3575005,0.01637435
Mmp11,0.20337598,0.1926355,0.3021587,0.3005378,0.0012919903
Chchd10,0.17220253,0.20061667,0.2540999,0.35105005,0.02203083
Gm867,0.07614706,0.16895653,0.32222405,0.3978273,0.034845114
Vpreb3,0.23471452,0.18252969,0.25536552,0.2926049,0.03478539
Gm5134,0.78350264,0.125294,0.026310554,0.039522562,0.02537018
Zfp280b,0.1478408,0.121591926,0.29323584,0.39353043,0.04380101
Prmt2,0.8508948,0.053376883,0.043588266,0.04531274,0.006827235
Dip2a,0.07487401,0.222574,0.31212044,0.38400713,0.006424427
Gm16240,0.10037268,0.17556567,0.33089957,0.37339914,0.019762933
Pcnt,0.10547483,0.19577312,0.27852798,0.39976293,0.020461142
1700094J05Rik,0.17645015,0.19969344,0.2784836,0.33969194,0.005680859
Ybey,0.2488654,0.22001958,0.2326265,0.28663665,0.011851847
Mcm3ap,0.23166685,0.17898788,0.23245557,0.3230894,0.033800364
Lss,0.16196057,0.15705264,0.30242133,0.34401667,0.03454876
Pcbp3,0.13257094,0.19533047,0.28059113,0.38660836,0.0048990846
Slc19a1,0.17416286,0.14800698,0.28334543,0.3599054,0.034579396
Col18a1,0.15954618,0.21942015,0.25851732,0.33690467,0.025611639
Gm10941,0.115241885,0.2035908,0.27772662,0.36735845,0.036082268
Pofut2,0.16368613,0.22439282,0.27649522,0.31749374,0.017932117
Adarb1,0.18465412,0.20870411,0.24774437,0.33414772,0.024749637
Fam207a,0.18620968,0.1726728,0.26450634,0.35160303,0.025008142
Itgb2,0.18103623,0.2147371,0.25623304,0.33600426,0.011989355
Pttg1ip,0.1172793,0.1962994,0.32440877,0.3467605,0.015251994
Sumo3,0.17792706,0.12487912,0.31152818,0.36416838,0.02149725
Ube2g2,0.62036395,0.10164301,0.1198894,0.15481666,0.0032869577
Tspear,0.21616362,0.21692847,0.22460458,0.33616605,0.006137252
Cfap410,0.06058046,0.14240077,0.32143828,0.4743253,0.0012551546
Pfkl,0.2579061,0.15653934,0.22258966,0.33455577,0.028409123
Aire,0.21035694,0.21864656,0.17916353,0.3777063,0.014126718
Icosl,0.61066604,0.09968922,0.1345519,0.14000344,0.015089393
Gatd3a,0.13882363,0.17986737,0.2687883,0.38771278,0.02480787
Pwp2,0.21444285,0.1960611,0.24739087,0.28028327,0.061821878
Trappc10,0.61770874,0.13200866,0.12793486,0.118263096,0.004084587
Agpat3,0.44276738,0.17949006,0.18424408,0.16341972,0.03007871
Rrp1,0.3356441,0.22750643,0.15433775,0.25118318,0.03132856
Cstb,0.09000782,0.17149742,0.28325915,0.42386115,0.031374454
4921516A02Rik,0.7212967,0.10289202,0.061447073,0.10337593,0.0109882355
Pdxk,0.21928371,0.2872063,0.20845549,0.24907383,0.0359807
Ilvbl,0.78388536,0.07272456,0.071863145,0.06054156,0.010985315
Syde1,0.35148832,0.18021463,0.20091492,0.2480318,0.01935035
2610008E11Rik,0.8586701,0.054500237,0.039280433,0.037003808,0.010545433
Gm47015,0.10461044,0.2089943,0.2715104,0.38883704,0.026047826
Plpp2,0.11590851,0.20437923,0.32165858,0.33522487,0.022828817
Mier2,0.73978645,0.07241919,0.082259364,0.082201265,0.023333788
Madcam1,0.37787548,0.16868548,0.15801883,0.22830984,0.06711042
Tpgs1,0.18192938,0.20963925,0.27660692,0.32751667,0.004307747
Cdc34,0.22304061,0.19084364,0.24272376,0.33583745,0.007554531
Gzmm,0.1949481,0.1451602,0.2669544,0.3547738,0.038163543
Bsg,0.2262851,0.28092104,0.20478764,0.25579372,0.032212496
Hcn2,0.14085945,0.21254501,0.2706796,0.36269268,0.01322329
Polrmt,0.14554541,0.22585234,0.285096,0.32560998,0.017896295
Rnf126,0.20805266,0.14606652,0.2555705,0.36224335,0.028066933
Fstl3,0.12513264,0.18263629,0.31022877,0.36441755,0.017584741
Palm,0.28054485,0.13672312,0.24263465,0.3123178,0.02777958
E130317F20Rik,0.06427301,0.20637009,0.32852244,0.40041032,0.00042414665
Ptbp1,0.17609502,0.17568326,0.29158306,0.35388267,0.0027559996
Plppr3,0.69329613,0.09167178,0.102104254,0.102112524,0.010815322
Gm17134,0.054365866,0.19626851,0.30177915,0.41775993,0.029826522
Med16,0.07758818,0.30033466,0.2657223,0.3305794,0.025775433
R3hdm4,0.3032338,0.18341552,0.20414105,0.29990044,0.009309173
Gm26602,0.06376584,0.15373279,0.3156935,0.44862542,0.018182397
Kiss1r,0.87260604,0.056312956,0.0301866,0.030138487,0.010755897
Arid3a,0.27725348,0.21379414,0.22686473,0.27249414,0.009593546
Wdr18,0.4958797,0.12598154,0.1869765,0.18192658,0.00923574
Tmem259,0.08660482,0.1537857,0.30540675,0.43661338,0.01758933
Cnn2,0.19845629,0.18345588,0.26005295,0.3377687,0.020266175
Abca7,0.20638603,0.16989768,0.26471022,0.3051764,0.05382967
Arhgap45,0.09791551,0.17994891,0.30340043,0.38903177,0.029703379
Polr2e,0.10611168,0.19562876,0.27994254,0.39025044,0.028066576
Gpx4,0.106520094,0.23037004,0.2806809,0.35791695,0.024512053
Sbno2,0.5255074,0.135805,0.1234837,0.17456822,0.040635645
Stk11,0.36756557,0.16988035,0.20044044,0.22925238,0.032861292
Cbarp,0.13141267,0.17677829,0.28731152,0.38617393,0.01832354
Atp5d,0.23247474,0.22505261,0.21459799,0.31668246,0.011192203
Midn,0.1467531,0.23578113,0.26634392,0.3353861,0.015735745
Cirbp,0.06537866,0.17477888,0.3196372,0.40846315,0.031742096
1600002K03Rik,0.098079935,0.18301946,0.29091042,0.3814021,0.046588063
Efna2,0.048200246,0.11817978,0.35867232,0.42624587,0.048701763
Pwwp3a,0.21234703,0.19663638,0.24982329,0.3097955,0.03139782
Ndufs7,0.17039502,0.19101742,0.24655506,0.3685064,0.023526073
Gamt,0.12653494,0.26051652,0.28267905,0.3083977,0.021871746
Dazap1,0.31266117,0.20582664,0.22330254,0.23520666,0.023002982
Rps15,0.0780376,0.20468612,0.29806617,0.4041154,0.015094638
Apc2,0.08351648,0.1910999,0.35104153,0.34844297,0.025899112
2310011J03Rik,0.36734936,0.15950577,0.19798788,0.22062625,0.05453074
Pcsk4,0.7873486,0.062854916,0.06485292,0.070618995,0.014324546
Reep6,0.036694206,0.14417687,0.3368506,0.46968067,0.01259768
Adamtsl5,0.09447139,0.16947639,0.31928572,0.40123323,0.015533328
Mex3d,0.12740436,0.1726824,0.28773898,0.39016837,0.022005856
Mbd3,0.09801155,0.1931491,0.31007397,0.39797577,0.00078964233
Uqcr11,0.40415126,0.17051661,0.18341021,0.23195317,0.009968758
Tcf3,0.097677596,0.21419573,0.27812412,0.40034258,0.009660006
Onecut3,0.16807236,0.21980974,0.27473527,0.324227,0.01315558
Rexo1,0.7998671,0.09807081,0.050095115,0.050451737,0.0015152097
Klf16,0.2455794,0.19498792,0.21816088,0.32717797,0.014093876
Abhd17a,0.17808688,0.21726343,0.2551574,0.33265728,0.016835034
Scamp4,0.20020957,0.16872072,0.26196837,0.3358093,0.033292055
Adat3,0.18889083,0.23746611,0.2414132,0.3225062,0.009723663
Gm49322,0.21147466,0.18759903,0.26551783,0.31505638,0.020352066
Csnk1g2,0.07358316,0.18077196,0.31864604,0.40537068,0.021628141
Btbd2,0.10725633,0.20700045,0.28459588,0.37394634,0.027201056
Mknk2,0.6167036,0.113075525,0.11968975,0.13848835,0.012042761
Mob3a,0.15529746,0.1876207,0.282917,0.3551084,0.01905644
Izumo4,0.1558866,0.19697551,0.28451705,0.35623255,0.0063883066
Ap3d1,0.082623474,0.2016317,0.2982606,0.38635433,0.031129897
Dot1l,0.24476008,0.2040486,0.23910742,0.29392335,0.018160582
Plekhj1,0.19877303,0.16795044,0.21371824,0.3650345,0.054523826
Sf3a2,0.32865736,0.21672405,0.21266907,0.20815566,0.033793807
Amh,0.16559967,0.17318681,0.27285892,0.36470369,0.023650885
Oaz1,0.35799217,0.14991565,0.20946221,0.27474633,0.007883668
Lsm7,0.14178799,0.1721418,0.3170147,0.34955212,0.019503355
Sppl2b,0.6776383,0.07338856,0.12079321,0.11314234,0.015037537
Timm13,0.16997007,0.18740758,0.2613516,0.35549077,0.025779963
Lmnb2,0.35609746,0.23259689,0.17591386,0.21090886,0.024482965
Gadd45b,0.28095794,0.14423124,0.25202152,0.28909135,0.033697963
Gng7,0.11390113,0.22957638,0.30890742,0.3170048,0.030610263
Slc39a3,0.17767979,0.20090072,0.26250643,0.33044782,0.028465271
Sgta,0.154151,0.18559358,0.27944472,0.3565507,0.024260044
Thop1,0.4007132,0.14585382,0.18512724,0.20938955,0.05891615
Map2k2,0.13956587,0.1945781,0.3016919,0.33789453,0.026269555
Zbtb7a,0.09629432,0.17805867,0.31029353,0.39271107,0.022642374
Pias4,0.1280024,0.24258272,0.24639083,0.3519041,0.031119943
Eef2,0.8192558,0.03323344,0.045597326,0.06983444,0.03207898
Dapk3,0.4059672,0.15652506,0.16721952,0.2554183,0.014869928
Atcayos,0.051780842,0.25376755,0.27652463,0.40592805,0.011998892
Atcay,0.23875777,0.19340715,0.21823548,0.3225281,0.027071476
Zfr2,0.09462751,0.21019572,0.25002316,0.43390015,0.011253476
Matk,0.15195931,0.21144262,0.25746363,0.36975223,0.009382188
Mrpl54,0.16698559,0.24575134,0.26485363,0.31476417,0.0076452494
Apba3,0.10495943,0.15305424,0.30062127,0.418261,0.023104072
Tjp3,0.09906431,0.36292642,0.22205389,0.30343884,0.012516558
Pip5k1c,0.14680506,0.14120232,0.29036775,0.38953945,0.03208542
Cactin,0.47336525,0.16049132,0.17700435,0.17083782,0.018301308
Tbxa2r,0.14173257,0.1801533,0.2838066,0.36271423,0.031593263
Gipc3,0.3645721,0.18456651,0.2024044,0.22638118,0.022075832
Hmg20b,0.32642007,0.16527504,0.20180216,0.288036,0.018466711
